Radius, # Bins, Delta, N, MSE, PSNR, SSIM
1, 32, 20, 3, 1245.656, 17.177, 0.225
1, 32, 40, 8, 967.877, 18.273, 0.387
1, 32, 60, 7, 936.018, 18.418, 0.402
1, 32, 80, 9, 929.442, 18.449, 0.407
1, 32, 100, 12, 893.075, 18.622, 0.415
1, 64, 100, 12, 888.362, 18.645, 0.424
2, 32, 40, 11, 260.117, 23.979, 0.658
2, 32, 80, 9, 259.671, 23.987, 0.659
2, 32, 100, 9, 253.166, 24.097, 0.662
2, 64, 100, 12, 245.577, 24.229, 0.686
