Radius, # Bins, Delta, N, MSE, PSNR, SSIM
1, 32, 20, 3, 2256.474, 14.597, 0.243
1, 32, 40, 12, 1828.963, 15.509, 0.323
1, 32, 60, 10, 1816.686, 15.538, 0.325
1, 32, 100, 13, 1746.854, 15.708, 0.331
1, 64, 100, 14, 1743.300, 15.717, 0.334
2, 32, 40, 28, 611.849, 20.264, 0.490
2, 32, 60, 21, 611.784, 20.265, 0.490
2, 32, 100, 24, 592.109, 20.407, 0.491
2, 64, 100, 29, 586.494, 20.448, 0.498
