Radius, # Bins, Delta, N, MSE, PSNR, SSIM
1, 32, 20, 3, 3828.798, 12.300, 0.287
1, 32, 40, 12, 3221.469, 13.050, 0.367
1, 32, 60, 10, 3206.514, 13.070, 0.368
1, 32, 100, 12, 3098.441, 13.219, 0.374
1, 64, 100, 14, 3095.033, 13.224, 0.376
1, 128, 100, 14, 3094.499, 13.225, 0.377
2, 32, 40, 16, 935.131, 18.422, 0.533
2, 32, 100, 13, 911.102, 18.535, 0.530
2, 64, 100, 14, 910.793, 18.537, 0.535
2, 128, 100, 22, 896.817, 18.604, 0.535
