Radius, # Bins, Delta, N, MSE, PSNR, SSIM
1, 32, 20, 3, 1595.021, 16.103, 0.310
1, 32, 40, 20, 652.835, 19.983, 0.460
1, 32, 60, 23, 637.880, 20.083, 0.465
1, 32, 120, 16, 630.523, 20.134, 0.467
1, 32, 140, 16, 630.486, 20.134, 0.467
1, 32, 160, 17, 629.310, 20.142, 0.468
1, 32, 180, 17, 629.297, 20.142, 0.468
2, 32, 40, 12, 505.403, 21.094, 0.509
2, 64, 40, 13, 503.184, 21.114, 0.514
